features,model,r2_score,mae
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015022804933360057,46763.07110450044
"('experience_level', 'remote_ratio', 'company_location')",SVR,-0.0015022832743987191,46763.07144669223
"('experience_level', 'job_title', 'remote_ratio', 'company_location')",SVR,-0.0015022938487749826,46763.07139942303
"('experience_level', 'employment_type', 'remote_ratio', 'company_location')",SVR,-0.0015023063404873138,46763.07201110559
"('experience_level', 'employee_residence', 'remote_ratio')",SVR,-0.001502312732556188,46763.072085677864
"('experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",SVR,-0.0015023147027362072,46763.071910410756
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio')",SVR,-0.0015023196827890217,46763.071950935555
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio')",SVR,-0.0015023338860542523,46763.07260385276
"('experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",SVR,-0.0015023371663209772,46763.07252156084
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio')",SVR,-0.0015023389532058395,46763.07242362663
"('experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",SVR,-0.0015023461355436751,46763.07274494471
"('experience_level', 'employee_residence', 'remote_ratio', 'company_location')",SVR,-0.001502356762653534,46763.07329709776
"('experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location')",SVR,-0.001502365832029895,46763.07352287124
"('remote_ratio', 'company_location', 'company_size')",SVR,-0.0015026240549884662,46763.08041670841
"('job_title', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015026360062626587,46763.0803933617
"('employment_type', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.001502648055115241,46763.081003527084
"('employee_residence', 'remote_ratio', 'company_size')",SVR,-0.0015026549926902,46763.08109110861
"('employment_type', 'job_title', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015026576160841465,46763.08092245558
"('job_title', 'employee_residence', 'remote_ratio', 'company_size')",SVR,-0.0015026630847865263,46763.08097464747
"('employment_type', 'employee_residence', 'remote_ratio', 'company_size')",SVR,-0.0015026769352914915,46763.081628187596
"('employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",SVR,-0.0015026829998914248,46763.081462767725
"('job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015026899892818246,46763.081769737895
"('remote_ratio', 'company_location')",SVR,-0.0015026905676103208,46763.08238136253
"('employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015026989747786157,46763.08199343447
"('job_title', 'remote_ratio', 'company_location')",SVR,-0.0015027054533642836,46763.082428663474
"('employee_residence', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.001502709789771739,46763.08255920221
"('employment_type', 'remote_ratio', 'company_location')",SVR,-0.0015027161782241727,46763.08300706015
"('employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015027188856653328,46763.08278554758
"('employee_residence', 'remote_ratio')",SVR,-0.001502724025794322,46763.08311654927
"('employment_type', 'job_title', 'remote_ratio', 'company_location')",SVR,-0.0015027283467350383,46763.08298874215
"('job_title', 'employee_residence', 'remote_ratio')",SVR,-0.0015027346085421112,46763.0830600389
"('employment_type', 'employee_residence', 'remote_ratio')",SVR,-0.0015027473137323444,46763.0836861072
"('employment_type', 'job_title', 'employee_residence', 'remote_ratio')",SVR,-0.001502755601795247,46763.08357417871
"('job_title', 'employee_residence', 'remote_ratio', 'company_location')",SVR,-0.0015027753609202499,46763.08418902267
"('employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",SVR,-0.001502784389462608,46763.084413751065
"('employee_residence', 'remote_ratio', 'company_location')",SVR,-0.0015027950209323127,46763.084975222315
"('employment_type', 'employee_residence', 'remote_ratio', 'company_location')",SVR,-0.00150280416661297,46763.08520275832
"('work_year', 'remote_ratio')",SVR,-0.0015556628508941461,46764.468335806014
"('work_year', 'remote_ratio', 'company_size')",SVR,-0.001555677095130381,46764.46899532278
"('work_year', 'employment_type', 'remote_ratio')",SVR,-0.0015556774248257632,46764.46900452399
"('work_year', 'experience_level', 'remote_ratio')",SVR,-0.0015556778514509428,46764.46904919463
"('work_year', 'job_title', 'remote_ratio')",SVR,-0.0015556790646991114,46764.46908133658
"('work_year', 'experience_level', 'remote_ratio', 'company_size')",SVR,-0.0015556793741668962,46764.46912273686
"('work_year', 'experience_level', 'employment_type', 'remote_ratio')",SVR,-0.0015556796556177588,46764.46913060528
"('work_year', 'employment_type', 'remote_ratio', 'company_size')",SVR,-0.0015556798953297868,46764.4691236476
"('work_year', 'experience_level', 'job_title', 'remote_ratio')",SVR,-0.001555680083355826,46764.46915096933
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_size')",SVR,-0.0015556802774807643,46764.4691633739
"('work_year', 'experience_level', 'job_title', 'remote_ratio', 'company_size')",SVR,-0.0015556804955139114,46764.46917419111
"('work_year', 'job_title', 'remote_ratio', 'company_size')",SVR,-0.001555680498797063,46764.46915252468
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio')",SVR,-0.001555680768357437,46764.46918182113
"('work_year', 'employment_type', 'job_title', 'remote_ratio')",SVR,-0.0015556807840866327,46764.46916049925
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.00155568088563518,46764.469228704795
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.001555680890269917,46764.46922890892
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_size')",SVR,-0.0015556809332366583,46764.46919385426
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015556809538697092,46764.46923087371
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015556809571453112,46764.46923104521
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",SVR,-0.0015556811230232892,46764.46923527335
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",SVR,-0.001555681130026576,46764.46923554626
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio', 'company_location')",SVR,-0.0015556811941903614,46764.46923751812
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location')",SVR,-0.0015556811982075924,46764.46923771372
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_size')",SVR,-0.0015556813632635613,46764.46919213556
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",SVR,-0.0015556815810229274,46764.4692417599
"('work_year', 'experience_level', 'job_title', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.001555681584515689,46764.4692416853
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",SVR,-0.0015556815964954396,46764.46924243495
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015556816022541664,46764.46924244262
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio', 'company_size')",SVR,-0.001555681633379935,46764.46924320351
"('work_year', 'experience_level', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.001555681638143236,46764.46924313022
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015556816535613471,46764.469243856896
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio', 'company_size')",SVR,-0.0015556816540744922,46764.46924405284
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'remote_ratio')",SVR,-0.0015556818137056894,46764.469248011206
"('work_year', 'experience_level', 'job_title', 'remote_ratio', 'company_location')",SVR,-0.0015556818146522655,46764.46924784423
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio')",SVR,-0.0015556818272199902,46764.46924865148
"('work_year', 'experience_level', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",SVR,-0.0015556818312836285,46764.46924859269
"('work_year', 'experience_level', 'remote_ratio', 'company_location')",SVR,-0.0015556818638944314,46764.46924912998
"('work_year', 'experience_level', 'employee_residence', 'remote_ratio')",SVR,-0.0015556818672313177,46764.46924945364
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'remote_ratio')",SVR,-0.0015556818788187154,46764.46925007416
"('work_year', 'experience_level', 'employment_type', 'remote_ratio', 'company_location')",SVR,-0.0015556818850019916,46764.469250040136
"('work_year', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015556819206590244,46764.469256476514
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015556819229041174,46764.46925661978
"('work_year', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015556819877169392,46764.46925860452
"('work_year', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.00155568199440137,46764.469258876
"('work_year', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",SVR,-0.001555682160652827,46764.46926311162
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_location')",SVR,-0.0015556821647912944,46764.46926331083
"('work_year', 'employee_residence', 'remote_ratio', 'company_location')",SVR,-0.0015556822287428052,46764.46926526235
"('work_year', 'employment_type', 'employee_residence', 'remote_ratio', 'company_location')",SVR,-0.00155568223312752,46764.46926547419
"('work_year', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",SVR,-0.0015556826118638956,46764.46926911923
"('work_year', 'job_title', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.001555682614857723,46764.46926899603
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio', 'company_size')",SVR,-0.0015556826289739867,46764.46926987028
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015556826312339567,46764.46926975016
"('work_year', 'employee_residence', 'remote_ratio', 'company_size')",SVR,-0.001555682664906799,46764.46927052869
"('work_year', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.001555682665156155,46764.469270288784
"('work_year', 'employment_type', 'employee_residence', 'remote_ratio', 'company_size')",SVR,-0.0015556826822538117,46764.46927132201
"('work_year', 'employment_type', 'remote_ratio', 'company_location', 'company_size')",SVR,-0.0015556826851743644,46764.469271184105
"('work_year', 'job_title', 'remote_ratio', 'company_location')",SVR,-0.0015556828418732405,46764.46927502974
"('work_year', 'job_title', 'employee_residence', 'remote_ratio')",SVR,-0.0015556828439304837,46764.469275319054
"('work_year', 'employment_type', 'job_title', 'employee_residence', 'remote_ratio')",SVR,-0.0015556828592120375,46764.46927604267
"('work_year', 'employment_type', 'job_title', 'remote_ratio', 'company_location')",SVR,-0.0015556828638330078,46764.4692759645
"('work_year', 'employee_residence', 'remote_ratio')",SVR,-0.0015556828899760955,46764.46927649458
"('work_year', 'remote_ratio', 'company_location')",SVR,-0.001555682891865029,46764.469276268
"('work_year', 'employment_type', 'remote_ratio', 'company_location')",SVR,-0.0015556829123910543,46764.46927720915
"('work_year', 'employment_type', 'employee_residence', 'remote_ratio')",SVR,-0.0015556829131022631,46764.4692774756
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_location', 'company_size')",SVR,-0.0015556987667284528,46764.470080290346
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location', 'company_size')",SVR,-0.0015556987675284795,46764.47008031098
"('work_year', 'experience_level', 'employee_residence', 'company_location', 'company_size')",SVR,-0.00155569884307738,46764.47008280995
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_location', 'company_size')",SVR,-0.0015556988439131558,46764.4700828314
"('work_year', 'experience_level', 'job_title', 'employee_residence', 'company_location')",SVR,-0.0015556990105864976,46764.47008711934
"('work_year', 'experience_level', 'employment_type', 'job_title', 'employee_residence', 'company_location')",SVR,-0.0015556990117093772,46764.470087148824
"('work_year', 'experience_level', 'employee_residence', 'company_location')",SVR,-0.0015556990890845945,46764.47008969863
"('work_year', 'experience_level', 'employment_type', 'employee_residence', 'company_location')",SVR,-0.0015556990899114886,46764.47008971972
